"meth_ind","exp_ind","pearson","pval","sam_size","h2_expression","h2_methylation","rg","rg_se","same_chromosome","qtls_status","dist"
"cg19848140","ILMN_1731233",-0.321643114089966,8.72299789610364e-12,422,0.394,0.406,-0.354305,0.130467,FALSE,NA,NA
"cg19848140","ILMN_2098126",-0.378640294075012,3.44853614911085e-16,422,0.308,0.406,-0.418879,0.21043,FALSE,NA,NA
"cg19848140","ILMN_1773352",-0.357101917266846,2.06381994357504e-14,422,0.311,0.406,-0.30225,0.177125,FALSE,NA,NA
"cg19854915","ILMN_2098126",0.336350649595261,7.85013785139652e-13,422,0.308,0.3479561316,0.307462,0.246232,FALSE,NA,NA
"cg19854915","ILMN_1731233",0.357491970062256,1.92201087323802e-14,422,0.394,0.3479561316,0.429758,0.134675,FALSE,NA,NA
"cg19854915","ILMN_1773352",0.347854197025299,1.08241500044817e-13,422,0.311,0.3479561316,0.2311,0.209423,FALSE,NA,NA
"cg19868691","ILMN_1731233",0.353905528783798,3.68387519712402e-14,422,0.394,0.3400200602,0.344181,0.165873,FALSE,NA,NA
"cg19871588","ILMN_1773352",-0.337865144014359,6.07793664638375e-13,422,0.311,0.4896347483,-0.287913,0.181454,FALSE,NA,NA
"cg19872068","ILMN_1698680",-0.365446507930756,4.39767030489221e-15,422,0.234,0.5164506481,-0.800541,0.118091,TRUE,TRUE,125892
"cg19872068","ILMN_3231952",-0.48361411690712,4.48088029082388e-27,420,0.4,0.5164506481,-0.778045,0.073859,TRUE,TRUE,126215
"cg19902593","ILMN_1731233",-0.327521830797195,3.81115684138574e-12,420,0.394,0.3303393214,-0.30407,0.133278,FALSE,NA,NA
"cg19912559","ILMN_1680341",0.465385258197784,6.50744212400045e-25,421,0.266,0.6598240469,0.93091,0.145461,TRUE,TRUE,10250
"cg19913426","ILMN_1731233",0.331441134214401,1.78094927820176e-12,422,0.394,0.3306693307,0.427703,0.173662,FALSE,NA,NA
"cg19913426","ILMN_2098126",0.321438640356064,9.01125754059918e-12,422,0.308,0.3306693307,0.020396,0.34871,TRUE,FALSE,21015023
"cg19913426","ILMN_1773352",0.332266539335251,1.5534962916729e-12,422,0.311,0.3306693307,-0.089641,0.295308,TRUE,FALSE,21014251
"cg19915738","ILMN_1731233",0.333342641592026,1.38115718896225e-12,421,0.394,0.5348133199,0.416676,0.103667,FALSE,NA,NA
"cg19918208","ILMN_1676528",0.367148578166962,3.18897738970038e-15,422,0.384,0.701718908,0.452027,0.075848,TRUE,TRUE,2450201
"cg19926385","ILMN_2098126",-0.327785491943359,3.24481379534291e-12,422,0.308,0.3891675025,-0.6582,0.207523,FALSE,NA,NA
"cg19926385","ILMN_1731233",-0.349438726902008,8.18214612060752e-14,422,0.394,0.3891675025,-0.508323,0.125442,FALSE,NA,NA
"cg19927816","ILMN_1660462",0.329554110765457,2.57958546619955e-12,421,0.311,0.5393939394,0.602273,0.156381,FALSE,NA,NA
"cg19927816","ILMN_1731233",0.407600462436676,8.97503797604963e-19,421,0.394,0.5393939394,0.47972,0.109273,FALSE,NA,NA
"cg19927816","ILMN_2352097",0.331672996282578,1.82097195334769e-12,421,0.37,0.5393939394,0.479742,0.129469,FALSE,NA,NA
"cg19942495","ILMN_1731233",0.322264671325684,7.90087673465192e-12,422,0.394,0.3309929789,0.475885,0.139936,FALSE,NA,NA
"cg19942495","ILMN_2098126",0.320911228656769,9.79834355805181e-12,422,0.308,0.3309929789,0.420109,0.253221,TRUE,FALSE,1714498
"cg19965221","ILMN_1731233",0.354941993951797,3.05523239693514e-14,422,0.394,0.4012036108,0.463905,0.144054,FALSE,NA,NA
"cg20019985","ILMN_1731233",0.360840648412704,1.03860318517051e-14,422,0.394,0.5536437247,0.461794,0.110764,FALSE,NA,NA
"cg20022036","ILMN_1715169",-0.376791179180145,1.64125379765565e-15,407,0.362,0.8092485549,-0.483748,0.060083,TRUE,TRUE,1456
"cg20029347","ILMN_1731233",0.351013034582138,6.62338695758702e-14,421,0.394,0.4910358566,0.366166,0.135538,FALSE,NA,NA
"cg20060685","ILMN_1731233",0.330353289842606,2.1309356659088e-12,422,0.394,0.3605236657,0.648648,0.18581,FALSE,NA,NA
"cg20073893","ILMN_1723944",-0.327851891517639,3.20989254222085e-12,422,0.328,0.2708124373,-0.510785,0.181891,FALSE,NA,NA
"cg20103093","ILMN_1731233",-0.346161186695099,1.45690021439367e-13,422,0.394,0.3086913087,-0.483916,0.177387,FALSE,NA,NA
"cg20103124","ILMN_1731233",0.345543801784515,1.62284630518676e-13,422,0.394,0.4148296593,0.495734,0.111674,FALSE,NA,NA
"cg20147326","ILMN_1773352",0.321978479623795,8.75355431831018e-12,421,0.311,0.3809045226,0.229,0.240187,FALSE,NA,NA
"cg20186588","ILMN_1797988",-0.321440875530243,9.00805681441925e-12,422,0.294,0.2787212787,-0.5613,0.227613,FALSE,NA,NA
"cg20187173","ILMN_1658399",-0.388037472963333,5.2035401296198e-17,422,0.301,0.3735059761,-0.506804,0.149999,FALSE,NA,NA
"cg20198183","ILMN_2098126",-0.339157193899155,5.20022344519349e-13,421,0.308,0.4008016032,-0.61013,0.231723,FALSE,NA,NA
"cg20198183","ILMN_1731233",-0.328266739845276,3.18299054438282e-12,421,0.394,0.4008016032,-0.426689,0.141038,FALSE,NA,NA
"cg20207763","ILMN_2384122",0.336563587188721,7.57343547301051e-13,422,0.387,0.5141700405,0.385735,0.134587,FALSE,NA,NA
"cg20207763","ILMN_2352097",0.357733070850372,1.839175172086e-14,422,0.37,0.5141700405,0.408381,0.13556,FALSE,NA,NA
"cg20207763","ILMN_1731233",0.422006994485855,3.14311586055011e-20,422,0.394,0.5141700405,0.454372,0.113103,FALSE,NA,NA
"cg20207763","ILMN_2098126",0.340688765048981,3.75699518240298e-13,422,0.308,0.5141700405,0.308548,0.216797,FALSE,NA,NA
"cg20240860","ILMN_3187680",-0.616686344146729,4.0964775245321e-49,422,0.354,0.8527667984,-0.768382,0.05066,TRUE,TRUE,18063
"cg20240860","ILMN_2154287",-0.547352194786072,2.04857223124338e-20,230,0.388,0.8527667984,-0.86693,0.139134,TRUE,TRUE,17843
"cg20270188","ILMN_1731233",0.324866592884064,5.20676938258542e-12,422,0.394,0.3400402414,0.625973,0.156081,FALSE,NA,NA
"cg20301308","ILMN_1864900",0.32896026968956,2.67835054872713e-12,422,0.283,0.5365365365,0.389436,0.129386,FALSE,NA,NA
"cg20301308","ILMN_1682993",0.347007036209106,1.25622144783718e-13,422,0.305,0.5365365365,0.485247,0.123671,FALSE,NA,NA
"cg20301308","ILMN_1773352",0.387878865003586,5.3752797210556e-17,422,0.311,0.5365365365,0.402644,0.141661,FALSE,NA,NA
"cg20301308","ILMN_1731233",0.421803861856461,3.29480520906228e-20,422,0.394,0.5365365365,0.543276,0.090644,FALSE,NA,NA
"cg20301308","ILMN_2352097",0.352895647287369,4.41747498501042e-14,422,0.37,0.5365365365,0.528128,0.112661,FALSE,NA,NA
"cg20301308","ILMN_2098126",0.390012979507446,3.46701127848634e-17,422,0.308,0.5365365365,0.541995,0.175105,FALSE,NA,NA
"cg20301308","ILMN_2384122",0.348141491413116,1.02899700737358e-13,422,0.387,0.5365365365,0.486954,0.11123,FALSE,NA,NA
"cg20301308","ILMN_1717029",0.343800485134125,5.86121522862394e-13,407,0.222,0.5365365365,1,0.711228,FALSE,NA,NA
"cg20302342","ILMN_1698243",-0.527571380138397,3.11204763908635e-33,422,0.347,0.7666666667,-0.76678,0.066489,TRUE,TRUE,46628
"cg20309891","ILMN_1731233",-0.326774537563324,3.82461400232573e-12,422,0.394,0.4425574426,-0.437279,0.119561,FALSE,NA,NA
"cg20309891","ILMN_1773352",-0.357108741998672,2.06125281946787e-14,422,0.311,0.4425574426,-0.264774,0.174516,TRUE,FALSE,7539781
"cg20309891","ILMN_2098126",-0.323204696178436,6.79920274711127e-12,422,0.308,0.4425574426,-0.514853,0.211701,TRUE,FALSE,7540553
"cg20316538","ILMN_1773352",-0.336842507123947,7.22536993188699e-13,422,0.311,0.3908275174,-0.452034,0.147842,FALSE,NA,NA
"cg20316538","ILMN_2352097",-0.321867495775223,8.4170198181826e-12,422,0.37,0.3908275174,-0.486451,0.120178,FALSE,NA,NA
"cg20316538","ILMN_2098126",-0.384378463029861,1.09527547614591e-16,422,0.308,0.3908275174,-0.707067,0.181555,FALSE,NA,NA
"cg20316538","ILMN_1731233",-0.350896239280701,6.31584891559552e-14,422,0.394,0.3908275174,-0.500581,0.102993,FALSE,NA,NA
"cg20329085","ILMN_1731233",0.357701361179352,2.13291935292884e-14,420,0.394,0.2419678715,0.550526,0.222945,FALSE,NA,NA
"cg20369204","ILMN_1658399",0.330608189105988,2.30456793991723e-12,420,0.301,0.4516450648,0.17412,0.150795,FALSE,NA,NA
"cg20385229","ILMN_1658399",-0.321960508823395,8.29327450854672e-12,422,0.301,0.5259481038,-0.341466,0.133465,FALSE,NA,NA
"cg20385229","ILMN_2098126",-0.330370396375656,2.12494455285947e-12,422,0.308,0.5259481038,-0.395286,0.19693,FALSE,NA,NA
"cg20401567","ILMN_1810274",-0.401755541563034,2.3970146682561e-16,374,0.249,0.5659617321,-0.825734,0.119788,TRUE,TRUE,782
"cg20406979","ILMN_1671565",-0.483246326446533,4.33242101524002e-27,421,0.31,0.6490872211,-0.800894,0.070392,TRUE,TRUE,30112
"cg20414015","ILMN_2098126",-0.355057090520859,2.99226968517064e-14,422,0.308,0.3964143426,-0.312466,0.247722,FALSE,NA,NA
"cg20414015","ILMN_2352097",-0.322574824094772,7.51941460069881e-12,422,0.37,0.3964143426,-0.404654,0.157815,FALSE,NA,NA
"cg20414015","ILMN_1731233",-0.387075304985046,6.33460842649545e-17,422,0.394,0.3964143426,-0.485066,0.129075,FALSE,NA,NA
"cg20414749","ILMN_2352023",0.324775546789169,5.28368424119087e-12,422,0.256,0.509054326,0.617869,0.087818,TRUE,TRUE,69461
"cg20417024","ILMN_2098126",-0.364686250686646,5.07313125815406e-15,422,0.308,0.4401197605,-0.475079,0.212109,FALSE,NA,NA
"cg20417024","ILMN_1731233",-0.352909445762634,4.40654807287499e-14,422,0.394,0.4401197605,-0.30895,0.136188,FALSE,NA,NA
"cg20417024","ILMN_1773352",-0.372731059789658,1.09538980896186e-15,422,0.311,0.4401197605,-0.194952,0.200916,FALSE,NA,NA
"cg20417024","ILMN_1658399",-0.331418722867966,1.78755795271937e-12,422,0.301,0.4401197605,-0.245821,0.159632,FALSE,NA,NA
"cg20449685","ILMN_1731233",0.32188493013382,8.39368868087586e-12,422,0.394,0.4680851064,0.381396,0.132463,FALSE,NA,NA
"cg20460771","ILMN_2352097",-0.325332343578339,4.83008045031462e-12,422,0.37,0.4725822532,-0.373247,0.16871,FALSE,NA,NA
"cg20460771","ILMN_1773352",-0.321401119232178,9.06515293886219e-12,422,0.311,0.4725822532,-0.3144,0.208701,FALSE,NA,NA
"cg20460771","ILMN_2098126",-0.336832702159882,7.23733612919127e-13,422,0.308,0.4725822532,-0.485285,0.241307,FALSE,NA,NA
"cg20460771","ILMN_1682993",-0.327309042215347,3.50649944040879e-12,422,0.305,0.4725822532,-0.290028,0.19159,FALSE,NA,NA
"cg20460771","ILMN_2073184",-0.353113055229187,4.24835362481611e-14,422,0.325,0.4725822532,-0.323481,0.18991,FALSE,NA,NA
"cg20486651","ILMN_1671565",0.334460556507111,1.07807049115202e-12,422,0.31,0.5805168986,0.649887,0.090435,TRUE,TRUE,272773
"cg20496643","ILMN_1731233",0.357600122690201,1.88441027534185e-14,422,0.394,0.3573573574,0.690455,0.138382,FALSE,NA,NA
"cg20496643","ILMN_2352097",0.333385407924652,1.28993119605044e-12,422,0.37,0.3573573574,0.6991,0.158125,FALSE,NA,NA
"cg20519483","ILMN_1666078",0.382661432027817,2.75630936748265e-16,415,0.399,0.8660855784,0.620768,0.07839,TRUE,TRUE,153053
"cg20523466","ILMN_1731233",-0.326770842075348,3.82690855435224e-12,422,0.394,0.4236111111,-0.301388,0.135487,FALSE,NA,NA
"cg20578258","ILMN_2098126",-0.348907172679901,8.98911859483167e-14,422,0.308,0.3273273273,-0.520637,0.236193,FALSE,NA,NA
"cg20578258","ILMN_1773352",-0.345987498760223,1.50182925547906e-13,422,0.311,0.3273273273,-0.324607,0.197723,FALSE,NA,NA
"cg20596329","ILMN_2098126",0.339933007955551,4.27544100765884e-13,422,0.308,0.4666666667,0.336213,0.214997,FALSE,NA,NA
"cg20596329","ILMN_1731233",0.372248530387878,1.2024501655095e-15,422,0.394,0.4666666667,0.470745,0.116468,FALSE,NA,NA
"cg20596329","ILMN_1773352",0.332062900066376,1.60682382123265e-12,422,0.311,0.4666666667,0.278935,0.178887,FALSE,NA,NA
"cg20608306","ILMN_1778668",0.400800734758377,3.58008272812057e-18,422,0.38,0.5195195195,0.60583,0.089676,TRUE,TRUE,105678
"cg20615910","ILMN_1773352",-0.322575956583023,7.95982975667009e-12,421,0.311,0.3423423423,-0.368674,0.186365,FALSE,NA,NA
"cg20634442","ILMN_2098126",0.320962220430374,9.71940904154092e-12,422,0.308,0.4682139253,0.58977,0.208148,TRUE,FALSE,41326119
"cg20634442","ILMN_1731233",0.378147125244141,3.80145629404376e-16,422,0.394,0.4682139253,0.500931,0.119464,FALSE,NA,NA
"cg20655068","ILMN_1773352",-0.334502756595612,1.1385787064109e-12,421,0.311,0.5421568627,-0.284156,0.188998,FALSE,NA,NA
"cg20655761","ILMN_1773352",-0.322555661201477,7.54245338505361e-12,422,0.311,0.4013944223,-0.508558,0.209119,FALSE,NA,NA
"cg20655761","ILMN_2098126",-0.329179257154465,2.5840044193897e-12,422,0.308,0.4013944223,-0.777295,0.260605,FALSE,NA,NA
"cg20666386","ILMN_1773352",0.333794116973877,1.20499257256151e-12,422,0.311,0.484,0.231137,0.196211,FALSE,NA,NA
"cg20666386","ILMN_2098126",0.331027120351791,1.90697451347817e-12,422,0.308,0.484,0.220266,0.242814,FALSE,NA,NA
"cg20677901","ILMN_1731233",0.349959224462509,9.14687747863922e-14,419,0.394,0.3895055499,0.368964,0.140796,FALSE,NA,NA
"cg20682981","ILMN_1731233",0.325206696987152,4.9289971592578e-12,422,0.394,0.3466933868,0.418629,0.167114,FALSE,NA,NA
"cg20687242","ILMN_1731233",0.343755602836609,2.21484615985967e-13,422,0.394,0.3867069486,0.793811,0.185647,FALSE,NA,NA
"cg20690125","ILMN_1731233",0.32955938577652,2.42788055675773e-12,422,0.394,0.4569402229,0.443689,0.125405,FALSE,NA,NA
"cg20690782","ILMN_1773352",-0.322257041931152,8.86539043931377e-12,420,0.311,0.2792792793,-0.437937,0.214793,FALSE,NA,NA
"cg20690782","ILMN_2098126",-0.323091864585876,7.7636164374529e-12,420,0.308,0.2792792793,-0.780979,0.256918,FALSE,NA,NA
"cg20698769","ILMN_2098126",0.350683033466339,6.56021242680568e-14,422,0.308,0.3426853707,0.117617,0.314286,FALSE,NA,NA
"cg20705321","ILMN_2352097",0.335347920656204,1.05182474018976e-12,420,0.37,0.4382591093,0.533581,0.140999,FALSE,NA,NA
"cg20705321","ILMN_1731233",0.411605149507523,4.07673416706163e-19,420,0.394,0.4382591093,0.56244,0.114328,FALSE,NA,NA
"cg20705321","ILMN_2098126",0.338725686073303,5.96127969263598e-13,420,0.308,0.4382591093,0.340514,0.230144,FALSE,NA,NA
"cg20710902","ILMN_1731233",-0.325100362300873,5.31393447800981e-12,421,0.394,0.4424603175,-0.581772,0.117339,FALSE,NA,NA
"cg20730198","ILMN_1731233",0.322355479001999,8.72794240585159e-12,420,0.394,0.3706293706,0.484614,0.160494,FALSE,NA,NA
"cg20731469","ILMN_1731233",0.345105081796646,1.75186448605727e-13,422,0.394,0.3426853707,0.569184,0.228588,FALSE,NA,NA
"cg20744943","ILMN_1773352",-0.324139595031738,5.85271347890458e-12,422,0.311,0.432160804,-0.13661,0.20089,FALSE,NA,NA
"cg20744943","ILMN_1731233",-0.343257814645767,2.41422634621222e-13,422,0.394,0.432160804,-0.281659,0.136567,FALSE,NA,NA
"cg20744943","ILMN_2098126",-0.353635549545288,3.86740154975187e-14,422,0.308,0.432160804,-0.322624,0.227101,FALSE,NA,NA
"cg20748397","ILMN_1731233",-0.337751299142838,6.19629056418305e-13,422,0.394,0.3286991063,-0.568122,0.134315,FALSE,NA,NA
"cg20773320","ILMN_3246409",0.393025070428848,2.21067630582188e-17,420,0.273,0.6164658635,0.515335,0.098073,TRUE,TRUE,7062
"cg20773320","ILMN_2101920",0.397211879491806,9.20566943073668e-18,420,0.309,0.6164658635,0.566488,0.094773,TRUE,TRUE,6416
"cg20793071","ILMN_2098126",0.348882466554642,9.0284616616411e-14,422,0.308,0.375502008,0.529886,0.264111,FALSE,NA,NA
"cg20793071","ILMN_1773352",0.338784784078598,5.19951545504837e-13,422,0.311,0.375502008,0.318354,0.236011,FALSE,NA,NA
"cg20814179","ILMN_1793017",0.452032804489136,1.98479319116621e-23,422,0.364,0.8585558853,0.711377,0.076415,TRUE,TRUE,11919
"cg20884298","ILMN_1731233",0.35962575674057,1.29962859351154e-14,422,0.394,0.4773869347,0.537342,0.118993,FALSE,NA,NA
"cg20925462","ILMN_1773352",0.322062522172928,8.1595951752034e-12,422,0.311,0.502004008,0.110878,0.185861,FALSE,NA,NA
"cg20927661","ILMN_1731233",0.339017808437347,5.67362731618811e-13,420,0.394,0.4072580645,0.729901,0.160522,FALSE,NA,NA
"cg20985755","ILMN_1731233",0.396820574998856,9.14274951069059e-18,421,0.394,0.514,0.619774,0.114035,FALSE,NA,NA
"cg20985755","ILMN_2352097",0.330145686864853,2.34125344812463e-12,421,0.37,0.514,0.587949,0.13514,FALSE,NA,NA
"cg20995778","ILMN_1664878",-0.584327101707458,1.32800742128721e-37,370,0.258,0.7029893925,-0.868718,0.068991,TRUE,TRUE,30483
"cg21025488","ILMN_2339796",-0.329806596040726,2.33133091898617e-12,422,0.248,0.5173095945,-0.670884,0.130808,TRUE,TRUE,37885
"cg21025488","ILMN_1727389",-0.352776676416397,4.5127938718656e-14,422,0.224,0.5173095945,-0.669847,0.137753,TRUE,TRUE,37792
"cg21030312","ILMN_1799134",-0.343784004449844,2.20396942508751e-13,422,0.33,0.423,-0.594346,0.17836,FALSE,NA,NA
"cg21030312","ILMN_1797988",-0.35441267490387,3.36189193460873e-14,422,0.294,0.423,-0.656159,0.20699,FALSE,NA,NA
"cg21030312","ILMN_1731233",-0.412361800670624,2.83555158528921e-19,422,0.394,0.423,-0.666227,0.11017,FALSE,NA,NA
"cg21030312","ILMN_2098126",-0.376006722450256,5.79031312953498e-16,422,0.308,0.423,-0.735386,0.200979,FALSE,NA,NA
"cg21030312","ILMN_1660732",-0.344190567731857,3.04344567908507e-13,416,0.308,0.423,-0.474818,0.17181,FALSE,NA,NA
"cg21030312","ILMN_2352097",-0.347175806760788,1.21954809634058e-13,422,0.37,0.423,-0.671787,0.138129,FALSE,NA,NA
"cg21030312","ILMN_1784287",-0.325872808694839,4.42622962039628e-12,422,0.352,0.423,-0.585194,0.159071,FALSE,NA,NA
"cg21030312","ILMN_1864900",-0.352384716272354,4.84129197833277e-14,422,0.283,0.423,-0.691384,0.138098,FALSE,NA,NA
"cg21030312","ILMN_1773352",-0.352764427661896,4.52272106688131e-14,422,0.311,0.423,-0.437909,0.166096,FALSE,NA,NA
"cg21030312","ILMN_1802106",-0.32539376616478,4.78243235667003e-12,422,0.286,0.423,-0.634686,0.151753,FALSE,NA,NA
"cg21030312","ILMN_2384122",-0.331978052854538,1.62956684247851e-12,422,0.387,0.423,-0.620631,0.13858,FALSE,NA,NA
"cg21038740","ILMN_1731233",-0.333946198225021,1.24925496628317e-12,421,0.394,0.4,-0.34453,0.13586,FALSE,NA,NA
"cg21074260","ILMN_2098126",0.326325833797455,4.62392400221145e-12,420,0.308,0.2632632633,0.297208,0.435033,FALSE,NA,NA
"cg21074260","ILMN_1773352",0.326444923877716,4.53595408530193e-12,420,0.311,0.2632632633,0.252274,0.354912,FALSE,NA,NA
"cg21080533","ILMN_1773352",-0.323188215494156,6.81715968645771e-12,422,0.311,0.4532803181,-0.303407,0.179996,FALSE,NA,NA
"cg21080533","ILMN_2098126",-0.332183212041855,1.5751051659166e-12,422,0.308,0.4532803181,-0.475509,0.215481,FALSE,NA,NA
"cg21090033","ILMN_2384122",-0.327099055051804,4.08111369739694e-12,420,0.387,0.3042168675,-0.58675,0.157129,FALSE,NA,NA
"cg21090033","ILMN_1731233",-0.33364549279213,1.39642856651938e-12,420,0.394,0.3042168675,-0.389648,0.15072,FALSE,NA,NA
"cg21090033","ILMN_2352097",-0.344407886266708,2.25519952336945e-13,420,0.37,0.3042168675,-0.586132,0.162033,FALSE,NA,NA
"cg21107581","ILMN_1773352",-0.343624413013458,2.26577185329083e-13,422,0.311,0.3953722334,-0.368456,0.176177,FALSE,NA,NA
"cg21110337","ILMN_2098126",0.324078977108002,6.26078060555145e-12,421,0.308,0.5960591133,0.086761,0.205903,FALSE,NA,NA
"cg21126583","ILMN_1731233",0.337200790643692,7.24141843384297e-13,421,0.394,0.4297188755,0.558448,0.127536,FALSE,NA,NA
"cg21144009","ILMN_1658399",-0.329097002744675,2.61905525318722e-12,422,0.301,0.3966202783,-0.407232,0.186223,FALSE,NA,NA
"cg21144009","ILMN_2098126",-0.389503687620163,3.85071103841976e-17,422,0.308,0.3966202783,-0.654982,0.235489,FALSE,NA,NA
"cg21144009","ILMN_1773352",-0.334095478057861,1.14588741972571e-12,422,0.311,0.3966202783,-0.4213,0.220591,FALSE,NA,NA
"cg21144009","ILMN_1784287",-0.325140655040741,4.98177912072722e-12,422,0.352,0.3966202783,-0.428271,0.209925,TRUE,FALSE,116133310
"cg21144009","ILMN_1731233",-0.327634871006012,3.32540952644092e-12,422,0.394,0.3966202783,-0.301507,0.171859,FALSE,NA,NA
"cg21150901","ILMN_2098126",0.321220219135284,9.32944097462906e-12,422,0.308,0.371,0.371134,0.273408,TRUE,FALSE,759009
"cg21150901","ILMN_1731233",0.339137405157089,4.89671466740688e-13,422,0.394,0.371,0.26397,0.16752,FALSE,NA,NA
"cg21164131","ILMN_1731233",0.370185881853104,1.78797119634202e-15,422,0.394,0.5307769929,0.492997,0.104988,FALSE,NA,NA
"cg21179618","ILMN_1773352",0.332112699747086,1.69340443534563e-12,421,0.311,0.4792719919,0.164223,0.190713,FALSE,NA,NA
"cg21179654","ILMN_1773352",-0.333665579557419,1.23109878712389e-12,422,0.311,0.4259818731,-0.126834,0.184325,FALSE,NA,NA
"cg21187068","ILMN_1710752",-0.440510779619217,3.69261988417149e-22,422,0.316,0.5952143569,-0.757995,0.085481,TRUE,TRUE,2610
"cg21207418","ILMN_2078599",-0.349155187606812,7.48928067475986e-13,390,0.13,0.44612286,-1,1.399051,TRUE,TRUE,2944
"cg21238818","ILMN_1731233",0.345891773700714,1.52716746972911e-13,422,0.394,0.529233871,0.493668,0.114742,FALSE,NA,NA
"cg21241477","ILMN_1778032",0.405694752931595,1.24002217820031e-18,422,0.242,0.8090551181,0.617984,0.080866,TRUE,TRUE,25881
"cg21245277","ILMN_1731233",0.326880156993866,3.75959883035368e-12,422,0.394,0.2429718876,0.556857,0.191364,FALSE,NA,NA
"cg21254939","ILMN_2073184",0.323378622531891,6.61248769235686e-12,422,0.325,0.4034034034,0.408155,0.16456,FALSE,NA,NA
"cg21319458","ILMN_1731233",0.33729499578476,6.69368468843611e-13,422,0.394,0.5247225025,0.540074,0.114836,FALSE,NA,NA
"cg21376774","ILMN_1731233",0.360730707645416,1.05993554229201e-14,422,0.394,0.4374374374,0.525651,0.116366,FALSE,NA,NA
"cg21381511","ILMN_1731233",0.400551497936249,3.77677651873461e-18,422,0.394,0.408773679,0.468903,0.193026,FALSE,NA,NA
"cg21381511","ILMN_2352097",0.359305888414383,1.37841935913691e-14,422,0.37,0.408773679,0.680813,0.214971,FALSE,NA,NA
"cg21381511","ILMN_1799134",0.327295333147049,3.51432602887889e-12,422,0.33,0.408773679,0.255247,0.314264,FALSE,NA,NA
"cg21381511","ILMN_2098126",0.36049097776413,1.1079507468145e-14,422,0.308,0.408773679,0.447186,0.323882,FALSE,NA,NA
"cg21381511","ILMN_1797988",0.33982589840889,4.35435849778774e-13,422,0.294,0.408773679,0.319673,0.334509,FALSE,NA,NA
"cg21381511","ILMN_1773352",0.368940353393555,2.2685899833957e-15,422,0.311,0.408773679,0.130795,0.314935,FALSE,NA,NA
"cg21381511","ILMN_2384122",0.342392086982727,2.80357301742049e-13,422,0.387,0.408773679,0.616087,0.218172,FALSE,NA,NA
"cg21387604","ILMN_2098126",0.322078794240952,8.13846735978542e-12,422,0.308,0.4879518072,0.453714,0.209978,FALSE,NA,NA
"cg21387604","ILMN_1731233",0.374661207199097,7.53076177989735e-16,422,0.394,0.4879518072,0.557546,0.108948,FALSE,NA,NA
"cg21390852","ILMN_1731233",-0.343073934316635,2.49222922418349e-13,422,0.394,0.4731610338,-0.306682,0.133311,FALSE,NA,NA
"cg21394039","ILMN_1759075",-0.331163257360458,7.04072714442227e-12,400,0.135,0.378,-0.802208,0.219012,FALSE,NA,NA
"cg21431832","ILMN_1658399",0.326589822769165,3.94096434080476e-12,422,0.301,0.4574257426,0.250625,0.155476,FALSE,NA,NA
"cg21448613","ILMN_1731233",-0.371285170316696,1.44778004698763e-15,422,0.394,0.3988095238,-0.516561,0.12626,FALSE,NA,NA
"cg21473183","ILMN_1790692",-0.363226532936096,7.17598166442987e-15,421,0.306,0.7394871795,-0.662564,0.09421,TRUE,TRUE,18
"cg21473183","ILMN_1708779",-0.330875247716904,2.07679263684722e-12,421,0.357,0.7394871795,-0.560926,0.091462,TRUE,TRUE,4201
"cg21473183","ILMN_2256295",-0.33878681063652,8.09939810158359e-13,415,0.333,0.7394871795,-0.567189,0.098494,TRUE,TRUE,3632
"cg21494776","ILMN_1660732",0.332046091556549,2.31944173016467e-12,416,0.308,0.6087398374,0.39731,0.156747,FALSE,NA,NA
"cg21494776","ILMN_2098126",0.339184671640396,4.85745958513833e-13,422,0.308,0.6087398374,0.746001,0.195769,FALSE,NA,NA
"cg21494776","ILMN_1761945",0.322710573673248,7.79093328876286e-12,421,0.358,0.6087398374,0.455712,0.128255,FALSE,NA,NA
"cg21494776","ILMN_1799134",0.333603471517563,1.24391021759476e-12,422,0.33,0.6087398374,0.435227,0.158518,FALSE,NA,NA
"cg21494776","ILMN_2352097",0.398145943880081,6.31273048854694e-18,422,0.37,0.6087398374,0.652347,0.109219,FALSE,NA,NA
"cg21494776","ILMN_1797988",0.32550236582756,4.69930692406915e-12,422,0.294,0.6087398374,0.620324,0.172855,FALSE,NA,NA
"cg21494776","ILMN_1773352",0.335321396589279,9.33308057833013e-13,422,0.311,0.6087398374,0.618381,0.14866,FALSE,NA,NA
"cg21494776","ILMN_1731233",0.476039499044418,2.9753411357717e-26,422,0.394,0.6087398374,0.630283,0.089303,FALSE,NA,NA
"cg21494776","ILMN_2384122",0.391219049692154,2.70183260438291e-17,422,0.387,0.6087398374,0.7005,0.102198,FALSE,NA,NA
"cg21494776","ILMN_1784287",0.332741469144821,1.43575225457775e-12,422,0.352,0.6087398374,0.473647,0.140041,FALSE,NA,NA
"cg21498772","ILMN_1731233",0.408737570047379,6.3522025651263e-19,422,0.394,0.5345345345,0.61489,0.094778,FALSE,NA,NA
"cg21512644","ILMN_1731233",0.330187737941742,2.32515565731171e-12,421,0.394,0.3817635271,0.638533,0.159856,FALSE,NA,NA
"cg21549285","ILMN_1662358",-0.374410569667816,7.90745100104948e-16,422,0.3,0.6258847321,-0.701841,0.096764,TRUE,TRUE,31908
"cg21563683","ILMN_1773352",0.372065812349319,1.24561375738586e-15,422,0.311,0.4714714715,0.256891,0.194061,FALSE,NA,NA
